#cur_kf_id,factorsAndSlotsTime,preUpdateTime,updateTime,updateSlotTime,extraIterationsTime,linearizeTime,linearSolveTime,retractTime,linearizeMarginalizeTime,marginalizeTime,backendOptTime,Create_Backend_Output_Payload_time,getMapLmkIdsTo3dPointsInTimeHorizon_time,MANAGE_IMU_MEASUREMENTS_time_,MANAGE_VISION_MEASUREMENTS_time
0,10,0,591,13,0,0,0,0,0,0,720,0,0
1,5,0,192,0,0,0,0,0,0,0,270,0,0
2,1,0,386,2,0,0,0,0,0,0,507,0,0
3,1,0,285,1,0,0,0,0,0,0,433,0,0
4,0,0,221,1,0,0,0,0,0,0,374,0,0
5,0,0,305,1,0,0,0,0,0,0,485,0,0
6,1,0,326,1,0,0,0,0,0,0,536,0,0
7,1,0,298,1,0,0,0,0,0,0,1379,0,0
8,1,0,396,1,0,0,0,0,0,0,690,0,0
9,0,0,293,1,0,0,0,0,0,0,564,0,0
10,0,0,263,0,0,0,0,0,0,0,1173,0,0
11,0,0,235,1,0,0,0,0,0,0,549,0,0
12,0,0,374,1,0,0,0,0,0,0,892,0,0
13,1,0,256,0,0,0,0,0,0,0,624,0,0
14,1,0,282,0,0,0,0,0,0,0,693,0,0
15,0,0,255,0,0,0,0,0,0,0,693,0,0
16,1,0,358,1,0,0,0,0,0,0,1075,0,0
17,0,0,295,1,0,0,0,0,0,0,811,0,0
18,0,0,298,1,0,0,0,0,0,0,1137,0,0
19,0,0,353,0,0,0,0,0,0,0,1044,0,0
20,0,0,297,0,0,0,0,0,0,0,928,0,0
21,0,0,378,1,0,0,0,0,0,0,1071,0,0
22,1,0,317,0,0,0,0,0,0,0,1043,0,0
23,23,0,9659,37,0,0,0,0,0,0,14144,0,0
24,22,0,4909,40,0,0,0,0,0,0,10228,0,0
25,11,0,6066,19,0,0,0,0,0,0,10539,0,0
26,18,0,5049,27,0,0,0,0,0,0,10585,0,0
27,1,0,4415,2,0,0,0,0,0,0,10013,0,0
28,0,0,400,1,0,0,0,0,0,0,7782,0,0
29,0,0,5337,1,0,0,0,0,0,0,10098,0,0
30,1,0,6545,1,0,0,0,0,0,0,9891,0,0
31,1,0,3119,2,0,0,0,0,0,0,6667,0,0
32,19,0,7478,31,0,0,0,0,0,0,11729,0,0
33,23,0,3619,24,0,0,0,0,0,0,6897,0,0
34,18,0,4343,28,0,0,0,0,0,0,8490,0,0
35,10,0,3188,11,0,0,0,0,0,0,6352,0,0
36,6,0,3178,6,0,0,0,0,0,0,6906,0,0
37,3,0,2701,4,0,0,0,0,0,0,6298,0,0
38,5,0,3263,6,0,0,0,0,0,0,6461,0,0
39,4,0,2307,6,0,0,0,0,0,0,5241,0,0
40,10,0,2840,18,0,0,0,0,0,0,8052,0,0
41,17,0,7138,40,0,0,0,0,0,0,11793,0,0
42,22,0,5779,38,0,0,0,0,0,0,11199,0,0
43,0,0,5022,2,0,0,0,0,0,0,10861,0,0
44,0,0,6051,1,0,0,0,0,0,0,10914,0,0
45,0,0,4485,1,0,0,0,0,0,0,9152,0,0
46,0,0,7095,2,0,0,0,0,0,0,12401,0,0
47,0,0,4474,1,0,0,0,0,0,0,8922,0,0
48,1,0,4726,1,0,0,0,0,0,0,11466,0,0
49,0,0,4349,1,0,0,0,0,0,0,8630,0,0
50,1,0,4312,1,0,0,0,0,0,0,8914,0,0
51,0,0,6669,1,0,0,0,0,0,0,10542,0,0
52,0,0,4414,2,0,0,0,0,0,0,9576,0,0
53,1,0,5180,1,0,0,0,0,0,0,8877,0,0
54,0,0,4487,2,0,0,0,0,0,0,8041,0,0
55,1,0,4899,3,0,0,0,0,0,0,8737,0,0
56,0,0,3367,1,0,0,0,0,0,0,6434,0,0
57,0,0,5092,1,0,0,0,0,0,0,8194,0,0
58,0,0,4407,1,0,0,0,0,0,0,9256,0,0
59,0,0,3157,1,0,0,0,0,0,0,6549,0,0
60,0,0,3810,1,0,0,0,0,0,0,6572,0,0
61,1,0,2697,1,0,0,0,0,0,0,5187,0,0
62,0,0,4440,2,0,0,0,0,0,0,8037,0,0
63,0,0,2934,1,0,0,0,0,0,0,6103,0,0
64,0,0,2582,1,0,0,0,0,0,0,4801,0,0
65,1,0,3033,5,0,0,0,0,0,0,7455,0,0
66,0,0,2744,1,0,0,0,0,0,0,5479,0,0
67,1,0,2438,1,0,0,0,0,0,0,4773,0,0
68,0,0,2425,1,0,0,0,0,0,0,4414,0,0
69,0,0,2059,1,0,0,0,0,0,0,3647,0,0
70,1,0,3558,1,0,0,0,0,0,0,5003,0,0
71,0,0,1641,1,0,0,0,0,0,0,3572,0,0
72,0,0,1263,1,0,0,0,0,0,0,2684,0,0
73,0,0,1283,1,0,0,0,0,0,0,2470,0,0
74,0,0,1278,1,0,0,0,0,0,0,2579,0,0
75,13,0,8862,34,0,0,0,0,0,0,15499,0,0
76,19,0,7664,22,0,0,0,0,0,0,13690,0,0
77,16,0,8072,20,0,0,0,0,0,0,13434,0,0
78,11,0,6661,16,0,0,0,0,0,0,12541,0,0
79,10,0,5739,25,0,0,0,0,0,0,11597,0,0
80,8,0,5306,15,0,0,0,0,0,0,12140,0,0
81,12,0,5842,16,0,0,0,0,0,0,12638,0,0
82,5,0,5003,8,0,0,0,0,0,0,8780,0,0
83,5,0,3474,7,0,0,0,0,0,0,6770,0,0
84,4,0,2860,4,0,0,0,0,0,0,6593,0,0
85,2,0,3056,4,0,0,0,0,0,0,6652,0,0
86,2,0,2760,2,0,0,0,0,0,0,5701,0,0
87,2,0,3127,4,0,0,0,0,0,0,6362,0,0
88,7,0,3719,21,0,0,0,0,0,0,7990,0,0
89,6,0,3223,8,0,0,0,0,0,0,6052,0,0
90,6,0,3898,8,0,0,0,0,0,0,7176,0,0
91,16,0,4514,6,0,0,0,0,0,0,7926,0,0
92,3,0,6203,6,0,0,0,0,0,0,10282,0,0
93,4,0,3717,5,0,0,0,0,0,0,6954,0,0
94,10,0,5495,6,0,0,0,0,0,0,9940,0,0
95,2,0,3930,4,0,0,0,0,0,0,7710,0,0
96,8,0,6386,10,0,0,0,0,0,0,11002,0,0
97,3,0,3453,3,0,0,0,0,0,0,6601,0,0
98,3,0,3482,4,0,0,0,0,0,0,6829,0,0
99,3,0,6243,5,0,0,0,0,0,0,9725,0,0
100,3,0,3400,4,0,0,0,0,0,0,6502,0,0
101,2,0,3950,25,0,0,0,0,0,0,7922,0,0
102,5,0,4288,7,0,0,0,0,0,0,8543,0,0
103,8,0,6391,6,0,0,0,0,0,0,10881,0,0
104,4,0,3961,6,0,0,0,0,0,0,6893,0,0
105,4,0,2988,6,0,0,0,0,0,0,5791,0,0
106,8,0,3848,12,0,0,0,0,0,0,8124,0,0
107,4,0,3325,6,0,0,0,0,0,0,7025,0,0
108,3,0,3222,3,0,0,0,0,0,0,6193,0,0
109,3,0,3106,5,0,0,0,0,0,0,6085,0,0
110,3,0,2806,5,0,0,0,0,0,0,9150,0,0
111,6,0,6739,12,0,0,0,0,0,0,10298,0,0
112,6,0,6048,7,0,0,0,0,0,0,8693,0,0
113,3,0,2515,3,0,0,0,0,0,0,5332,0,0
114,4,0,2788,5,0,0,0,0,0,0,6433,0,0
115,3,0,5442,4,0,0,0,0,0,0,8283,0,0
116,3,0,2758,5,0,0,0,0,0,0,6594,0,0
117,3,0,2332,4,0,0,0,0,0,0,4951,0,0
118,1,0,2273,3,0,0,0,0,0,0,5974,0,0
119,2,0,2066,4,0,0,0,0,0,0,4754,0,0
120,4,0,2676,7,0,0,0,0,0,0,6184,0,0
121,11,0,2868,16,0,0,0,0,0,0,5680,0,0
122,5,0,2755,17,0,0,0,0,0,0,9477,0,0
123,5,0,2621,7,0,0,0,0,0,0,5923,0,0
124,4,0,3045,7,0,0,0,0,0,0,6032,0,0
125,3,0,3001,4,0,0,0,0,0,0,5906,0,0
126,3,0,3703,5,0,0,0,0,0,0,6532,0,0
127,3,0,2749,4,0,0,0,0,0,0,5433,0,0
128,2,0,3869,8,0,0,0,0,0,0,10023,0,0
129,5,0,2996,7,0,0,0,0,0,0,5680,0,0
130,7,0,3382,10,0,0,0,0,0,0,8378,0,0
131,3,0,2805,5,0,0,0,0,0,0,5567,0,0
132,5,0,3181,6,0,0,0,0,0,0,5749,0,0
133,2,0,3669,5,0,0,0,0,0,0,10412,0,0
134,7,0,2800,5,0,0,0,0,0,0,6313,0,0
135,3,0,3670,5,0,0,0,0,0,0,8772,0,0
136,3,0,2596,4,0,0,0,0,0,0,4639,0,0
137,3,0,2414,3,0,0,0,0,0,0,4500,0,0
138,4,0,2874,5,0,0,0,0,0,0,5470,0,0
139,3,0,3693,4,0,0,0,0,0,0,5649,0,0
140,5,0,2379,6,0,0,0,0,0,0,4540,0,0
141,5,0,2385,6,0,0,0,0,0,0,6031,0,0
142,8,0,3094,11,0,0,0,0,0,0,7558,0,0
143,4,0,2652,5,0,0,0,0,0,0,5826,0,0
144,2,0,2371,4,0,0,0,0,0,0,5565,0,0
145,5,0,3287,5,0,0,0,0,0,0,7572,0,0
146,4,0,2976,7,0,0,0,0,0,0,6231,0,0
147,8,0,3071,7,0,0,0,0,0,0,6842,0,0
148,4,0,2977,5,0,0,0,0,0,0,6374,0,0
149,3,0,2384,5,0,0,0,0,0,0,5901,0,0
150,2,0,3220,6,0,0,0,0,0,0,6887,0,0
151,1,0,2425,2,0,0,0,0,0,0,5856,0,0
152,1,0,3889,4,0,0,0,0,0,0,6816,0,0
153,2,0,8909,5,0,0,0,0,0,0,13316,0,0
154,3,0,3703,9,0,0,0,0,0,0,7179,0,0
155,3,0,3127,4,0,0,0,0,0,0,6218,0,0
156,3,0,2231,4,0,0,0,0,0,0,5329,0,0
157,2,0,2176,3,0,0,0,0,0,0,4763,0,0
158,4,0,2757,5,0,0,0,0,0,0,6620,0,0
159,3,0,2339,5,0,0,0,0,0,0,5585,0,0
160,5,0,2836,7,0,0,0,0,0,0,5471,0,0
161,5,0,2530,13,0,0,0,0,0,0,6836,0,0
162,3,0,2780,6,0,0,0,0,0,0,7136,0,0
163,4,0,2528,6,0,0,0,0,0,0,5786,0,0
164,5,0,2496,7,0,0,0,0,0,0,5274,0,0
165,6,0,3261,7,0,0,0,0,0,0,6663,0,0
166,10,0,4408,10,0,0,0,0,0,0,7506,0,0
167,4,0,3644,5,0,0,0,0,0,0,6472,0,0
168,4,0,2258,5,0,0,0,0,0,0,6296,0,0
169,4,0,2459,4,0,0,0,0,0,0,5263,0,0
170,5,0,2935,11,0,0,0,0,0,0,6437,0,0
171,2,0,2521,2,0,0,0,0,0,0,5618,0,0
172,3,0,2753,4,0,0,0,0,0,0,5744,0,0
173,4,0,2492,5,0,0,0,0,0,0,5378,0,0
174,8,0,2801,10,0,0,0,0,0,0,8879,0,0
175,8,0,2435,7,0,0,0,0,0,0,5341,0,0
176,7,0,2439,9,0,0,0,0,0,0,5174,0,0
177,7,0,2699,10,0,0,0,0,0,0,6337,0,0
178,9,0,2798,8,0,0,0,0,0,0,5428,0,0
179,7,0,2854,10,0,0,0,0,0,0,7584,0,0
180,5,0,2642,8,0,0,0,0,0,0,5730,0,0
181,10,0,3568,12,0,0,0,0,0,0,6882,0,0
182,9,0,2753,10,0,0,0,0,0,0,6120,0,0
183,6,0,2607,7,0,0,0,0,0,0,5542,0,0
184,3,0,2649,6,0,0,0,0,0,0,5476,0,0
185,3,0,2465,4,0,0,0,0,0,0,6338,0,0
186,4,0,2744,8,0,0,0,0,0,0,6345,0,0
187,9,0,2547,6,0,0,0,0,0,0,5397,0,0
188,6,0,2612,7,0,0,0,0,0,0,6073,0,0
189,4,0,2728,7,0,0,0,0,0,0,5899,0,0
190,8,0,7285,8,0,0,0,0,0,0,10781,0,0
191,8,0,2980,13,0,0,0,0,0,0,7555,0,0
192,6,0,2942,11,0,0,0,0,0,0,6139,0,0
193,7,0,2661,6,0,0,0,0,0,0,5678,0,0
194,2,0,2748,3,0,0,0,0,0,0,5677,0,0
195,2,0,4920,9,0,0,0,0,0,0,9005,0,0
196,6,0,3286,17,0,0,0,0,0,0,6526,0,0
197,6,0,3249,18,0,0,0,0,0,0,7393,0,0
198,10,0,3020,11,0,0,0,0,0,0,7047,0,0
199,8,0,2602,8,0,0,0,0,0,0,5601,0,0
200,8,0,2569,10,0,0,0,0,0,0,5693,0,0
201,8,0,2856,9,0,0,0,0,0,0,6722,0,0
202,11,0,3005,12,0,0,0,0,0,0,6052,0,0
203,7,0,2700,6,0,0,0,0,0,0,5683,0,0
204,4,0,3326,6,0,0,0,0,0,0,6737,0,0
205,3,0,3103,7,0,0,0,0,0,0,6153,0,0
206,7,0,2636,10,0,0,0,0,0,0,5550,0,0
207,14,0,3161,8,0,0,0,0,0,0,8343,0,0
208,5,0,2629,6,0,0,0,0,0,0,6101,0,0
209,8,0,2962,6,0,0,0,0,0,0,6850,0,0
210,3,0,2709,7,0,0,0,0,0,0,5900,0,0
211,3,0,3090,4,0,0,0,0,0,0,5912,0,0
212,4,0,4064,11,0,0,0,0,0,0,8038,0,0
213,6,0,3275,13,0,0,0,0,0,0,6852,0,0
